Name,Actual Gross Profit for Venue,Created Time,Forecast GP for Venue,EA Backport with Pivot,Count (Breakdown),Count (Sales Opportunities),SAP ACT GP FYE26,Venue Tier [Private],Venue Tier (Opps),GP Act (per Ops) [Private],GPP Act (per Finance) [Private],_record_id,Venue Type,Address,KERB Status,Sales Opportunities,Breakdown,Venue Photo,Gross Profit (from Event Reports) (from Breakdown),Gross Profit (from Breakdown),Current Sales Manager,Previous Sales Manger(s),Business Development,Venue Commission Rate,Floorpan / Venue Docs,Access Information / Nearest Tube,Guest Access Points & Staff Access Points,Access Times,Loading Bay ,Goods Lift / Stairs Only,Set Up Type?,Inside / Outside,Cooking Restrictions,Onsite Kitchen?,Food BOH Details,Cloakroom,KERB Silver Bins,Waste Removal Info,Power,Water,Venue Bar?,Bar BOH Storage,Do we need lighting for the bar?,Glassware,VRN's Required?,Staff Names Required?,Venue Contact,Department(s),Capacity,Notes,Site Restrictions,Bars,Breakdown copy,Room Hire / Rates & Capacities,Contract,Invoicing,Staff changing rooms/toilets/smoking area,Will there be an on-site H&S audit conducted by venue?,Work Requests,Fire Exit,Loading Bay Photos,Floor Restrictions?,Bar Photos,Venue Sales Representative,Staffing % Target,COGs% Target,Supplier List ,Crew Food,Link To Drive
Exhibition,194745.96,2025-03-26T17:09:01.000Z,146976.0,"reck6kdMGBZ3OGMmm, reccx5uDxKvra1vmH, rec9pACol7RqusSzs, recJ9zrWVhTCaN90P, rectgYEbs0dGwJCuI, recHhM6CxipRjs3Ee, recLDGwFV3arYCyHi, rec7Uu2SBLz6AF3BV, reccRt1Tup0Wusc3V, recpJEzCWTRGBpYBV",11,53,196701.08,1 - Platinum,1 - Platinum,194745.96,196701.08,recq1lQkCmqxWfAyN,Event Space,"Ariel Way, London, W12 7SL.",YES - KERB VENUE,"recMQ2D98qZHkvcWy, recbL6WlmgoHTfz78, recZUoErvTlgyjFra, recR6e3fwERUUP82y, recHzbtohPsZ3sxiW, recRo3Qfeider6R4v, recuRLFuaDG8whwUq, recXkHGQg0XINnsql, recE0X2JDDk0ICABy, rec5aChREEJY6l9sA, recDD3AiRiT9Xdwza, rec5SLOfoIIt7H5Hb, recODILdvwYu1B1vS, reckD2Wwm36LSyAG4, recjF3AQDgrButekX, recPFRz0o5JfzaN9n, recD1EouAYCTv0TQm, recGigGMzp8XHFYC5, recizMdomQCo44gEy, rec2pmAAPUdhctkCH, recDYAAF8zUJldl8n, recrrVjrbMZUhNjdM, reckF8yMSJWsJboN4, recs48hcJl9biNp59, recIfq3fmBv9eEgve, recYYg6767cwAARWV, recPJbWDxnQ3kPIEp, recoSFUnJvUxOpguN, reciIrum5MPjOe9zV, rec6CBgnGpjzcCx8Z, rec7FCOaVNJ2AZ4kc, recVKHfry2zhTkgoD, reca18XI3vToSq5Hi, rec0zrL3ULahceUZB, recwn6nemtnRW5ypK, rec2O2Tac0mGqy85o, recttLoyjQozttbCD, rec2tJ921DOENTp0F, recD6A3vMbESlRF5e, recl4qCpimM0IqTUW, rec8cKCykRYbuw4sj, rec2mffoo2CNXptVf, rec4ZHs9HNB3bXEoG, recbH6cD8pEgA2N2n, recHapYsF5SVCkXPY, recs7k8PtcRO7cKdt, recdW2gyc9YcBvuZb, recWHLxminD7aVvCv, rec2p5TXYoz77cfDp, recAXCQJ0CL5K5pBO, recObi7XwQa9mAoj9, recXKfxcE0TSCvozK, recpidSbexTlkadcL","recxI9Ya5STtaIHhf, recPGZkgADjHHkobE, recgsgDflI9DPDFGm, recdwml5skeMKYvHE, recoTva7QuFeLFzBS, recp5uloRdnpOK3z5, recUn1pMTaJC7mgqX, reccvPmdF4z0tCPY7, recaSUcRgYKQjkN6y, recb8RD9VlrHyKgNp, recvBztmHeLUTMbAw",https://v5.airtableusercontent.com/v3/u/49/49/1769702400000/irUyeDk0EV4REGhqqQV_6Q/FCAqIUln5iLKzuJ6r5INwd3tDrEH61uS_9VcTQ_73k9SB4FdIT6YqWSnXkQq5YJi8W5B-6bpLtAT74vs4YHLCk4Jz51Im4y5Bf__YXMuzAN6_rEIdxpmgXv-LJ08G0CG1px4dfrOhAU-lYn_nwNioMil1evxYGf8EknAxUBQQKg/h0xnCUBla6A20mwRzhLJimqSodNft6vef7FJm0WuiK0,"6080.52, 24850.26000000001, 35577.009999999995, 56021.2, 18425.43, 9250.849999999999, 130.45000000000005, 11449.55, 11961.25, 20999.440000000002","3956, 19415, 27332, 42000, 10450, 6000, 0, 8500, 6855, 6855, 15613",recBc7aKMdosBJ0it,recBc7aKMdosBJ0it,recQNsBof5q2awiHR,0.15,,"Wood Lane, White City, Shepards Bush",Guest and staff access through front doors,Event dependant ,"Loadinf bay round the back of venue :
https://maps.app.goo.gl/gNSiMUaRGfnPS6zWA 

Loading schedule needed ahead of time
",goods lift next to loading bay to upstairs event space. If there is a lot going on for production there will be a queue for the lift both for load in and out,Gazebo Only,Inside Only,Electric hot hold only in event spaces,"Kitchen equipment list – starting from top right corner of floorplan
Counter section 1
1. Freezer
2. Induction 1
3. Induction 2
4. Fryer 1
5. Fryer 2
6. Fryer 3
7. Induction 3
8. Induction 4
9. Griddle
10.Countertop for storage or prep
11. Shelving for equipment or storage
Counter section 2
1. Fridges x 6
2. Microwave
3. Countertop for storage or prep
4. Shelving for equipment or storage
Counter section 3
1. Fridges x 3
2. Under counter storage
3. Countertop for storage or prep
4. Shelving for equipment or storage
Counter section 4
1. Pizza prep area or storage
2. Countertop chest fridge
Oven area
1. Pizza oven 1
2. Pizza oven 2
3. Rational oven 1
4. Rational oven 2
5. Glass chiller
KP area
1. Sink
2. Countertops
3. Drying racks
Walk ins
1. Fridge – one third available to use
Not available to use
Walk in freezer
Please note all trays, pots, pans and utensils will be removed. Caterers to bring their
own.",Can use BOH kitchen and walk in fridge but be cautious that bar stock and kit will also be stored here,"KERB to staff, provide tags, pens and tape but venue has rails, hangers and bag cubbyholes",Yes,KERB to remove,Send to Vibration Production in advance,Access in Kitchen for traders and bar for FOH/bar,"Yes. 2 bars, one upstairs and one downstairs. Can use fridges and ice wells","A few store rooms along corridor towards kitchen.

Can use kitchen walk in fridge for stock and kitchen in general for storage

Can use left side corridor for cages if need be but must leave access route as is a fire route",,Polycarbs and no glass over bar,Yes,Yes,"recBl29t7M9jM8Olp, recMxqoTB98cW5gUM",recKYL4UGGMgzayKD,3000.0,,,,,,,,,,,,,,,,,,,,
"Exhibition, Here @ Outernet",0.0,2025-03-27T13:10:59.000Z,0.0,,0,2,0.0,6 - Unranked,Unranked,0.0,0.0,reckn26uSJPdQTtO9,,,,"rec0pc4N82AQy6Km9, recoJvKTDUMu3Raee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Exhibition, The Beams",0.0,2025-03-27T13:10:59.000Z,0.0,,0,2,0.0,6 - Unranked,Unranked,0.0,0.0,recaPW3ZNVaMFN94I,,,,"rece9xQH5k8O95WP0, rec1HspK5TmbWFwCt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabric,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recxGHND9F4g3sXQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feltham,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec7uw6uMjPMVmxzA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finsbury Barracks,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recehSC9Thh13Bc3E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fittleworth,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec3yiLB9eZQ4PyY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitzleroi barn,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recmTPFZ8RM80W4wX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flipper's,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recpRUbu3o5hKwEwN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forty hall,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recz1YyMcVVT2RGAJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Seasons Hotel Hampshire - Dogmersfield Park,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recmLQRmJVSnmNTlr,Hotel,"Dogmersfield Park, Chalky Ln, Hook RG27 8TD",NO - But on KERB'S RADAR,,,,,,recpslvjcy81yhrb1,recpslvjcy81yhrb1,,0.1,,,,,,,,,,,,,,,,,,,,,,,recdxATIFcU2PShB7,,,,,,,,,,,,,,,,,,,,,,
Friar Park,0.0,2025-11-12T10:01:35.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recMrtsJHP9UNjIjl,,,,recjunFa64j5CPauL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friends House,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recWJc09HNiPPRwhj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit Towers,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recZqMULBYkGZlD3T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulham palace,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recLXcFcuaPT5YvkK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Museum,0.0,2025-09-30T11:41:20.000Z,2800.0,,1,1,0.0,6 - Unranked,Unranked,0.0,0.0,recdq2Qsgh7MJWN11,,,,recg4JH97QGy6UyWk,recpnGX6yQgQBrkkk,,,2800,,,recWByyYDM9Opa1q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerrards Cross,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recAmathiRpbrcXDf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gipsy Hill Brewery,0.0,2025-03-26T17:09:01.000Z,0.0,,0,2,0.0,6 - Unranked,Unranked,0.0,0.0,rec0Yf1ZSkTJ4Sl5q,,,,"recP9LTElF8SwCWB6, recg2hK0LcXiJZfMd",,https://v5.airtableusercontent.com/v3/u/49/49/1769702400000/YBSZjaUwPFC-8LHZBiYAvA/kr3y4fe_SkUDNqOgSP0ep8jxX8FhgW0NJ9YyYqQcGxf5ZQucmHuPLBV9_jlci3HAWjwjT5kKbKPVnwWrWwVN8zEsWRn4pDnQDaQaiKqBjAcsxb8R6_FIH1IypN0v9OSPuXuR0hJ2suZYIA4iW81zF4hnQStIzCE58wuu3kVAzXg/_xDl23IjqdCVTDBoXZFH_gbMRS7QgNw2-_mmWiG1bUQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gipsy Hill Brewery Unit 5,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec7r3GSCxEVzVjNg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gipsy Hill Brewery Unit 6,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recDhRj5xnZp6sykx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gipsy Hill Taproom,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,reczkz4qJnDAIRv0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gispy Hill Taproom,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recb56KW72r0BcXbE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasgow - We have narrowed it down two venue,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recehbSz22RJv98b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaziers Hall,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recfiWXj7gzriJas4,Event Space,"Glaziers Hall, 9 Montague Cl, London SE1 9DD",NO - But on KERB'S RADAR,,,,,,,recBc7aKMdosBJ0it,,0.1,,,,,,,,,,,,,,,,,,,,,,,"recdT2tWDCbfRtuI0, recNQCUBXlxb0GnJj",,,,,,,,,,,,,,,,,,,,,,
Goodwood House,0.0,2025-06-05T14:31:07.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recYRbC5wDRoQVTVu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwood House ,78032.68,2025-03-27T12:59:18.000Z,91973.4,"reccJZJJ6RxBZSlYf, rec7IMcSJ8pofOQAT, recVc81bufxZCWrud",25,2,74352.36,6 - Unranked,3 - Silver,0.0,0.0,recgXaZIPq7aX7PcI,Arena,,PARTNERSHIPS,"recu2nhRBiYD8mCob, recW0Vhj3QRWlXaew","recVQLwFh2dJEyj98, recbQyziEVGW99ZVV, reccsVSfGWiwGWd5f, recHtIpp1jqCOnnet, rec1al7A0mO0uNCAU, rec2IG04R6QZ8DwkK, recliv7ecsOz6WqIH, rec5VYwun07X2ld1W, recS3RndaGTdjrEmk, rec3Nv3VcmJXCIcF8, recmXIzo4qulKK651, recns2w9O1YYdjWzN, recJCjLtxWDeCeneo, recvQHTtA1V9weFM3, recVGfZ4A9um0orqe, recBDyXebewjWmkMA, recZLHlvoAzeu5HHk, reczs3S0x3kVmxW9Y, recopK3eTO1yftT10, reczmPctBigVMCWiO, recjt98fIVGUt0Ok9, recWj9QdciG2hNQQm, recplDHWwZYXebl7U, recPvZBZmyjccVTOn, recbcMb8T9fvQobVI",https://v5.airtableusercontent.com/v3/u/49/49/1769702400000/yNEAijDFFC_nXGXghKUQ_g/csk0coOPqAeXEdED0Y-kLewcSE9l_DafT_XnkcYqwdYfXWnCLTQgSWxE6f4nDAFV9SjhE8gZcNQkF234JLJUrgG33qvPhTdq51OIOTSgXkIzmV6FZbSsdRtl_2JkWr70QYjPk9aaAW57UA6-Q1jKphN_20lx8-HWDjY8pksqPBOMk0rtInKTma_OFedVhrIMtaAw25chD527MP03Tdk6uw/WPVCrwxdanjQaBJ7V1d7cVTG2CGsyOPbbBfY3BoP6J8,"-22744.01000000001, 24210.550000000007, 22997.910000000003, 17101.670000000002, 17019.36, 19447.199999999997, 0, 0, 0, 0, 0, 0","0, 0, 20103, 0, 0, 0, 0, 16788, 19447.199999999997, 16788, 0, 18847.199999999997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",recKz47q65oMffKNr,recqOGagjkYRLo8I2,,,,,,,,,,,,,,,,,,,,,,,,,,rec5NKRMTanCjpoNf,,,,"recPpDGOqgcKI63HE, rec0UUocPnFaDr35d, recdq8VCh9af6mA8g, recsqKY9QUySf6wLT, rec96FMfSjktPEI93",,,,,,,,,,,,,,,,,
Goodwood Motor Circuit,28098.0,2025-03-27T12:48:57.000Z,22314.0,"rec093erwVyj12YBS, recMAt1E5zmfwjzQ8",43,3,29938.29,6 - Unranked,4 - Bronze,0.0,0.0,recMfNdVoHDYjmTHp,Arena,"Goodwood, Motor Circuit, Chichester PO18 0PH",PARTNERSHIPS,"rec5L9Y3trArw0WTK, recO7t4CRoicssMb0, recXvZpOvNESjbK6d","reckCm0s8A9gZ0eLO, rec1kFSrTTdvuJqpg, recy0zQQYgZ6dWss0, recazNjJFKUNkWomM, recWH0kLqJVME6die, recKoSg1HKw9e6WgG, recd8f9wvLsQYV9jV, reclLbBeqE048e5ty, recvIF879618aU7zj, rec3eKPJwGUHVxVEA, recY91jUkQqCWUrxe, recebtbRoe1im0Bd3, recUh2ofOujhyckNl, recdbGSH8uPVSb11R, reclxlvCypxLRlNiN, recYYtfw6CxuCZ8k8, rec0Ct8npPKVx33oP, recoZfLEkmou59DN3, recLNm50jaht8OyYK, rec7b67AkCiKM3ex1, rec6TSkWskAwS47kW, recklpUcLRXy5Rfe7, recNKi6NkZ4B4o15Y, recdesykTBllFFmxV, recXlbKhSqNlQEPyE, reciNsO3yaDDdVBgY, recz41v8W5DOtYmvc, recAWnBeklN93sUlD, recr9mrmfXDWv400t, recRXzxN60OuCuI7V, recWBlMLnlEAGMcBE, recDQLOdO17eNN3TM, recGdSJbtsHKpoWXi, reccDw5uiZyUNOp1J, recZT5AjD9DaB1knm, recug3aohN4CbPYIj, recGl2kQlDGPbR5RU, recSoF3Wj8u8cHimM, recCOK6DdrXZfQmDZ, rec4am7w3YUpRw2i5, recBZmyqCqOZWYT4r, recdQyiQLWeTi7DDa, recUWuFwJfrLvWbb3",https://v5.airtableusercontent.com/v3/u/49/49/1769702400000/5jRI1hQb6AVM2RMIlzkxHg/9KCo7CAGeyQbNxy3oB33DMTWg_4lmHbvx3uf5QGBZkGgqqvENnZKuJPGBti8wJbaH02wZgv0xgvkipTg-cTrn7ODdHaHQqLZxwQ78MzMKhoAbMOXALxqTlb0zG2jz39K-1XcXYU33d3woXfy_FKXt01BdO4wRK7MTaR4ZrR6NkQ/m2eUPZsz0dy4kjPVf9lRqgTyzAy5FsC0-muX887Z7hk,"15095, 0, 13003, 0, 0","0, 0, 11453, 0, 10861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",recKz47q65oMffKNr,recqOGagjkYRLo8I2,,,,,,,,,,,,,,,,,,,,,,,,,,rec5NKRMTanCjpoNf,,,,,,,,,,,recGDCz4XRjYmuZvA,,,,,,,,,,
Goodwood Racecourse,23474.949999999997,2025-03-27T12:59:52.000Z,28924.0,"rec0tWjIUR3TKL7fb, recPChuNCkERJ4rzY",27,1,20956.489999999998,6 - Unranked,4 - Bronze,0.0,0.0,recf0etMQ8U1Jyhy6,Arena,,PARTNERSHIPS,recKQsBu3mysMeWN8,"recD9PzunxvjWCunN, rec45dso8t4k1hljt, recwZpg0Vny7EvowU, rec9uW5EqCnyyEsuA, recekb2MWncBxByuc, rec1kvt28bD8lKiVO, recoK3taxVtmtQ27A, recDPDsUsOrjc1GAE, recDY4iKsHNerTFPa, recYdqr43Sh7cb9bP, recNyz49Y5wmlkGNR, recLfYR60yoFWWdgH, recvTW8POA08E4ZmK, recE5sTSq6V8BmFiz, rec8Ek2jh0JAcglj7, rechFMOtI4Owf4bFt, rec4URC7PPxrueSMm, recRZblUZSkQrwgCT, recAtt5qkzEdZogfa, recryRU3MW3eqokf3, recmjCRT6vEn2KVKE, rec7fEGOFWBXFPd8H, rec1dao5ztSRRXWEA, recpVNXOCPWHssQ9D, recssC8LNO1WhHEBi, recojr7QaKCMlVplp, recnRezUou0msJEav",https://v5.airtableusercontent.com/v3/u/49/49/1769702400000/RkAKMjZWg0uFQdn6pe07-A/zFC1u1zwqBho76xPGRe1DudvY-vCjATtSKyCLF6cReCs154zJhzP0Uq1ND46r1PrAowlv71LA-YWAEDUdg_izjL1Kcb0b4aCmaQcUPYjG2Y7QyXUZ-SXJ82zhlbpSF_VZr2z-XWoFU89iajg3xF8jxQ1Q-VYMbIL-i0TpvyRVrE/-Pl99JoGb_mF5wNuCEoagbWAc3D3ZMJPHxl1ozHv7Xo,"-3874.112000000001, -892.3020000000015, 1384.5579999999973, 10412.978, 11638.108000000004, 0, 0, 0, 4805.719999999999, 0","0, 0, 0, 0, 0, 23344, 0, 0, 0, 0, 0, 5580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",recKz47q65oMffKNr,recqOGagjkYRLo8I2,,,,,,,,,,,,,,,,,,,,,,,,,,rec5NKRMTanCjpoNf,,,,"recbgLjdP9uVvT1S8, rec8oSDqgmAs7Jihr, recBnb7HHYIpvR4Hr",,,,,,,,,,,,,,,,,
Google Offices,0.0,2025-09-03T08:26:40.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recnq5XrUS36RSmtb,,,"PROSPECTIVE, PARTNERSHIPS, WORKED AT HISTORICALLY",rec6whmx7UbsNWAnz,,,,,recSZSjYrAL3qUi64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravesends,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recs9W5cgVQqsJUtI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity max,0.0,2025-03-26T17:09:01.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recUOMZPG7KM9dxJ3,,,,rec1ChrIkB37EcT8z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity Stratford,6625.0,2025-03-26T17:09:01.000Z,6850.0,recMycvxpaXp6fKcH,1,1,5925.0,5 - Bronze,4 - Bronze,6625.0,5925.0,recGWCrPeRAdGSNl9,,,,recjpKvXBnmnFKy5r,recW25tQvYsZDCowF,,6625,6850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grays Inn,1183.0100000000002,2025-03-26T17:09:01.000Z,1590.0,rec19tvor0Qms7teV,1,3,1178.18,5 - Bronze,4 - Bronze,1183.0100000000002,1178.18,rec5poA2Cx5XmgVr5,Other,"The Honourable Society of Gray's Inn, 8 South Square, London WC1R 5ET",YES - KERB VENUE,"rect2iBIRW8tePczk, recLkiQHiodizawmS, recy3bjnm5fW0o5J5",rec2RzOytOJLJDG6F,,1183.0100000000002,1590,rec0Hy5Uj9Dsb6d3d,,,0.1,,,,,,,,,,,,,,,,,,,,,,,"recQRSZR8Ojr0g1OG, rec8O364VCDZCLxnp",recKYL4UGGMgzayKD,,,,,,,,,,,,,,,,,,,,,
Grays Inn ,0.0,2025-03-26T17:09:01.000Z,0.0,,0,2,0.0,6 - Unranked,Unranked,0.0,0.0,recgPzYCvNLKAe2Ik,Event Space,,PROSPECTIVE,"recLqeDqvA2HfamXb, recTAcmjTPYG52tBT",,https://v5.airtableusercontent.com/v3/u/49/49/1769702400000/ycspkyh3gYCj02QIFej2Qg/riJVP2n6rDg69uPW739rTIYFme7_DbqQDh214ZVnrg02YWfA5qcOsgAgVIkE8OtbTxRsXQ8aaBQQl8XVxpnLcvoMaEeCHtG5eExPkZIdc3PXmDD0EgeAKdklg2uAzyul_hnl9YHTLxIVPwEfjHFQRPLSozkKI4o4NQYKhXBGKR0/rTnKc3l-1wbPuvNyPkoFcKXlIX0KNCU_0v9ymvMIAO4,,,recDLoJ8K3rVWbxOk,recDLoJ8K3rVWbxOk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grazebrook Primary School,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recPxicPgyHGroleG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great tey,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recat3vz4WKD9EKEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenham Business Park,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recI8PoFDSviOjZAv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenwich Peninsula,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recLGDX97oZ84XmQo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenwich Yacht Club,0.0,2025-03-26T17:09:01.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recY5Qp2S9uoDt4X2,,,,rec7XFKxudlpt1JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU84AF,0.0,2025-04-25T10:25:04.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,rectJM0R5iCUgJh08,,,,recdQjwLMjSzeoath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guildhall,0.0,2025-04-08T17:57:08.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recAraudydcWf48lh,,,,reckpzA5upFxgXAHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Hill Brewery,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recguXFmDlD7CnWoO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Hill Taproom,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recKXGLKBUKZ3h45r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA5 3RL,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec8JwmNtxwA02LEp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ha6 2ta,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rectpdvL1WMPHiv4L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ha7 4aq,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recY5tpobvqXGGWW0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
